relative_path,action,old_head,new_head
amara_full_body_0067.txt,changed,"Amara standing in the street: She is wearing a pop-out bra made of jute, and lig","236135Amara standing in the street: She is wearing a pop-out bra made of jute, a"
amara_full_body_0068.txt,changed,Amara in the hills. Her vagina is lightly hairy.,236135Amara in the hills. Her vagina is lightly hairy.
amara_full_body_0069.txt,changed,"Amara standing in the street, her expression a very gentle smile.","236135Amara standing in the street, her expression a very gentle smile."
amara_full_body_0070.txt,changed,"Amara standing in the street, her hands holding something: View of her left-fron","236135Amara standing in the street, her hands holding something: View of her lef"
amara_full_body_0072.txt,changed,Amara outdoors. She is looking down and playing with a string between her hands.,236135Amara outdoors. She is looking down and playing with a string between her 
amara_full_body_0073.txt,changed,Amara looking worried and angry. She is wearing a hat and riding a bicycle on th,236135Amara looking worried and angry. She is wearing a hat and riding a bicycle
amara_full_body_0074.txt,changed,"Amara with her bad-bitch expression, wearing a zebra top outdoors.","236135Amara with her bad-bitch expression, wearing a zebra top outdoors."
amara_full_body_0075.txt,changed,"Amara on the bed, wearing a pink night dress. Her expression is a light subtle s","236135Amara on the bed, wearing a pink night dress. Her expression is a light su"
amara_full_body_0077.txt,changed,"Amara sitting cross-legged on the beach, looking down and with her face turned t","236135Amara sitting cross-legged on the beach, looking down and with her face tu"
amara_full_body_0078.txt,changed,Amara standing on a rooftop. This is a picture of young Amara - from a few years,236135Amara standing on a rooftop. This is a picture of young Amara - from a few
amara_full_body_0079.txt,changed,Amara standing on a ship deck: View of her left-front body. She has a sultry exp,236135Amara standing on a ship deck: View of her left-front body. She has a sult
amara_full_body_0081.txt,changed,"Amara standing in the street. Her head is tilted to her right side, and she is l","236135Amara standing in the street. Her head is tilted to her right side, and sh"
amara_full_body_0082.txt,changed,"Amara: Default body. She is looking gorgeous - Large breasts, wide hips, subtle ","236135Amara: Default body. She is looking gorgeous - Large breasts, wide hips, s"
amara_full_body_0083.txt,changed,"Amara: Default body. She is looking gorgeous - Large breasts, wide hips, subtle ","236135Amara: Default body. She is looking gorgeous - Large breasts, wide hips, s"
amara_full_body_0085.txt,changed,"Amara: Full-body shot. She has a warm, flirtatious, inviting smile.","236135Amara: Full-body shot. She has a warm, flirtatious, inviting smile."
amara_full_body_0086.txt,changed,Amara: Full-body shot. She is looking slightly down at the camera with a neutral,236135Amara: Full-body shot. She is looking slightly down at the camera with a n
amara_full_body_0087.txt,changed,"Amara: Full-body shot. She is looking confident, warm and very sexy.","236135Amara: Full-body shot. She is looking confident, warm and very sexy."
amara_headshot_0009.txt,changed,"Amara with a homely expression, a slight smile. She is looking directly into the","236135Amara with a homely expression, a slight smile. She is looking directly in"
amara_headshot_0010.txt,changed,Amara with a slight smile. She is looking at the camera. Her head is partially t,236135Amara with a slight smile. She is looking at the camera. Her head is parti
amara_headshot_0011.txt,changed,Amara with a bad-bitch expression. Her head is tilted very slightly to her right,236135Amara with a bad-bitch expression. Her head is tilted very slightly to her
amara_headshot_0014.txt,changed,"Amara with a slight, cute smile. Her head is tilted and turned a little to her r","236135Amara with a slight, cute smile. Her head is tilted and turned a little to"
amara_headshot_0015.txt,changed,"Amara with a neutral but slightly sultry expression, her head tilted to her righ","236135Amara with a neutral but slightly sultry expression, her head tilted to he"
amara_headshot_0020.txt,changed,"Amara looking at the camera with a very, very subtle smile. Her face is tilted a","236135Amara looking at the camera with a very, very subtle smile. Her face is ti"
amara_headshot_0021.txt,changed,Amara with a slightly sultry and smiling expression. Her face is tilted to her r,236135Amara with a slightly sultry and smiling expression. Her face is tilted to
amara_headshot_0022.txt,changed,Amara with a subtle smirk on her face. Her face is tilted and turned slightly to,236135Amara with a subtle smirk on her face. Her face is tilted and turned sligh
amara_headshot_0024.txt,changed,Amara turning back with a slightly wide-eyed expression.,236135Amara turning back with a slightly wide-eyed expression.
amara_headshot_0027.txt,changed,Amara with a no-fucks-given expression. Her face is turned a little to her right,236135Amara with a no-fucks-given expression. Her face is turned a little to her
amara_headshot_0028.txt,changed,Amara with a subtle flirtacious smile. Her face is tilted and turned a little to,236135Amara with a subtle flirtacious smile. Her face is tilted and turned a lit
amara_headshot_0029.txt,changed,Amara with a neutral expression.,236135Amara with a neutral expression.
amara_headshot_0032.txt,changed,Amara with a slight smile and a slight smirk. Her head is tilted very slightly t,236135Amara with a slight smile and a slight smirk. Her head is tilted very slig
amara_headshot_0033.txt,changed,Amara with a slight cute smile. Her head is tilted very lightly to her right.,236135Amara with a slight cute smile. Her head is tilted very lightly to her rig
amara_headshot_0035.txt,changed,Amara with a sultry expression. Her head is tilted a little to her right.,236135Amara with a sultry expression. Her head is tilted a little to her right.
amara_headshot_0036.txt,changed,Amara with a slight smirk. Her head is tilted a little to her right side.,236135Amara with a slight smirk. Her head is tilted a little to her right side.
amara_headshot_0037.txt,changed,Amara with a smartass smile. Her face is turned to her right side.,236135Amara with a smartass smile. Her face is turned to her right side.
amara_headshot_0038.txt,changed,Amara with a cute and naughty smile. Her face is tilted to her right side.,236135Amara with a cute and naughty smile. Her face is tilted to her right side.
amara_headshot_0039.txt,changed,Amara with a very subtle sultry expression. Her head is tilted very slightly to ,236135Amara with a very subtle sultry expression. Her head is tilted very slight
amara_headshot_0040.txt,changed,Amara with a slight sultry expression. Her face is turned a little to her right ,236135Amara with a slight sultry expression. Her face is turned a little to her 
amara_headshot_0041.txt,changed,Amara with a slight slutty look. Her face is tilted and turned very little to he,236135Amara with a slight slutty look. Her face is tilted and turned very little
amara_headshot_0043.txt,changed,Amara with a very subtle smile and a very subtle smirk. Her head is tilted and t,236135Amara with a very subtle smile and a very subtle smirk. Her head is tilted
amara_headshot_0044.txt,changed,Amara with a homely look. Her head is tilted to her right side.,236135Amara with a homely look. Her head is tilted to her right side.
amara_headshot_0045.txt,changed,Amara with a neutral expression. Her head is tilted slightly to her right side.,236135Amara with a neutral expression. Her head is tilted slightly to her right 
amara_headshot_0048.txt,changed,Amara with a neutral expression. Her face is tilted and turned very slightly to ,236135Amara with a neutral expression. Her face is tilted and turned very slight
amara_headshot_0049.txt,changed,Amara with a very subtle smirk. Her face is upright and looking straight at the ,236135Amara with a very subtle smirk. Her face is upright and looking straight a
amara_headshot_0050.txt,changed,Amara with a slightly loving look. Her head is tilted very slightly to her right,236135Amara with a slightly loving look. Her head is tilted very slightly to her
amara_headshot_0051.txt,changed,Amara with a very subtle smirk. Her face is tilted very slightly to her right si,236135Amara with a very subtle smirk. Her face is tilted very slightly to her ri
amara_headshot_0052.txt,changed,Amara with a neutral expression. Her face is tilted and turned very slightly to ,236135Amara with a neutral expression. Her face is tilted and turned very slight
amara_headshot_0053.txt,changed,"Amara with a wide-eyed neutral expression. Her face is tilted very, very slightl","236135Amara with a wide-eyed neutral expression. Her face is tilted very, very s"
amara_headshot_0055.txt,changed,Amara with a very subtle smirk. Her face is tilted and turned very slightly to h,236135Amara with a very subtle smirk. Her face is tilted and turned very slightl
amara_headshot_0056.txt,changed,Amara with a very subtle smirk. Her face is tilted and turned very slightly to h,236135Amara with a very subtle smirk. Her face is tilted and turned very slightl
amara_headshot_0057.txt,changed,Amara with a neutral expression. Her face is slightly turned to her right.,236135Amara with a neutral expression. Her face is slightly turned to her right.
amara_headshot_0058.txt,changed,Amara turning back to look at the camera with a slightly sultry expression.,236135Amara turning back to look at the camera with a slightly sultry expression
amara_headshot_0060.txt,changed,Amara with a slight smile. Her head is tilted slightly to her right side.,236135Amara with a slight smile. Her head is tilted slightly to her right side.
amara_headshot_0062.txt,changed,Amara with a very subtle sultry expression. Her head is tilted very slightly to ,236135Amara with a very subtle sultry expression. Her head is tilted very slight
amara_headshot_0064.txt,changed,Amara with an almost neutral expression. Her face is tilted and turned slightly ,236135Amara with an almost neutral expression. Her face is tilted and turned sli
amara_headshot_0066.txt,changed,Amara with a very subtle smile. Her face is tilted very slightly to her right si,236135Amara with a very subtle smile. Her face is tilted very slightly to her ri
amara_headshot_0068.txt,changed,Amara with a shocked and afraid expresion. Her face is turned towards her right.,236135Amara with a shocked and afraid expresion. Her face is turned towards her 
amara_headshot_0069.txt,changed,"Amara with a smile. She is looking down. Her face is turned slightly downwards, ",236135Amara with a smile. She is looking down. Her face is turned slightly downw
amara_headshot_0070.txt,changed,Amara with a very subtle sultry expression. Her head is tilted slightly to her r,236135Amara with a very subtle sultry expression. Her head is tilted slightly to
amara_headshot_0071.txt,changed,Amara with a slightly sultry but largely neutral expression. Her head is tilted ,236135Amara with a slightly sultry but largely neutral expression. Her head is t
amara_headshot_0072.txt,changed,"Amara with a slight endearing smile. Her face is lifted very slightly upwards, a",236135Amara with a slight endearing smile. Her face is lifted very slightly upwa
amara_headshot_0073.txt,changed,"Amara with a very slight sultry, but largely neutral expression. Her face is eve","236135Amara with a very slight sultry, but largely neutral expression. Her face "
amara_headshot_0074.txt,changed,Amara with a slight cute and homely smile. Her head is tilted and turned very sl,236135Amara with a slight cute and homely smile. Her head is tilted and turned v
amara_headshot_0077.txt,changed,"Amara with a very slight smile, but largely helpless expression. Her head is ver","236135Amara with a very slight smile, but largely helpless expression. Her head "
amara_headshot_0079.txt,changed,"Amara with a very subtle smile. Her face is turned very slightly downwards, and ",236135Amara with a very subtle smile. Her face is turned very slightly downwards
amara_headshot_0080.txt,changed,"Amara with a neutral, bored expression. Her face is tilted and turned slightly t","236135Amara with a neutral, bored expression. Her face is tilted and turned slig"
amara_headshot_0081.txt,changed,"Amara with a small smile, her head tilted very slightly to her right side.","236135Amara with a small smile, her head tilted very slightly to her right side."
amara_headshot_0082.txt,changed,"Amara with an upright face, and a very faint smile.","236135Amara with an upright face, and a very faint smile."
amara_headshot_0084.txt,changed,Amara with cute but naughty smile. Her head is tilted and turned slightly to her,236135Amara with cute but naughty smile. Her head is tilted and turned slightly 
amara_headshot_0085.txt,changed,Amara with a bad-bitch expression. Her face is turned very slightly to her right,236135Amara with a bad-bitch expression. Her face is turned very slightly to her
amara_headshot_0089.txt,changed,"Amara with a neutral expression, looking into the distance. Her face is turned t","236135Amara with a neutral expression, looking into the distance. Her face is tu"
amara_headshot_0091.txt,changed,"Amara with a subtle smile, her face turned to her left side.","236135Amara with a subtle smile, her face turned to her left side."
amara_headshot_0094.txt,changed,Amara with a smile. Her head is titled very slightly to her right.,236135Amara with a smile. Her head is titled very slightly to her right.
amara_headshot_0097.txt,changed,"Amara about to take a bite, her expression very slightly amazed.","236135Amara about to take a bite, her expression very slightly amazed."
amara_headshot_0099.txt,changed,"Amara with a sultry expression. Her head is tilted slightly backwards, and her f","236135Amara with a sultry expression. Her head is tilted slightly backwards, and"
amara_headshot_0101.txt,changed,Amara with a slightly sultry look. Her face is very slightly turned and tilted t,236135Amara with a slightly sultry look. Her face is very slightly turned and ti
amara_headshot_0102.txt,changed,"Amara with a very slight sultry expression. Her head is tilted and turned very, ",236135Amara with a very slight sultry expression. Her head is tilted and turned 
amara_headshot_0103.txt,changed,"Amara with a very subtle sultry expression. Her head is tilted and turned very, ",236135Amara with a very subtle sultry expression. Her head is tilted and turned 
amara_headshot_0106.txt,changed,Amara with a cute and subtle smile. Her face is tilted very slightly to her righ,236135Amara with a cute and subtle smile. Her face is tilted very slightly to he
amara_headshot_0109.txt,changed,Amara with a slightly angry expression. Her face is looking almost straight.,236135Amara with a slightly angry expression. Her face is looking almost straigh
amara_headshot_0111.txt,changed,Amara with a determined look. Her face is turned to her right.,236135Amara with a determined look. Her face is turned to her right.
amara_headshot_0113.txt,changed,Amara with a small smile. Hre face is very slightly tilted and turned to her rig,236135Amara with a small smile. Hre face is very slightly tilted and turned to h
amara_headshot_0114.txt,changed,Amara with a neutral expression. Her face is turned a little to her right.,236135Amara with a neutral expression. Her face is turned a little to her right.
amara_headshot_0116.txt,changed,Amara with a sultry expression. Her head is tilted to her right. She is looking ,236135Amara with a sultry expression. Her head is tilted to her right. She is lo
amara_headshot_0117.txt,changed,Amara with a very subtle smirk on her face. Her head is tilted and turned very s,236135Amara with a very subtle smirk on her face. Her head is tilted and turned 
amara_headshot_0118.txt,changed,Amara: Headshot. She has a fiery look in her eyes.,236135Amara: Headshot. She has a fiery look in her eyes.
amara_headshot_0119.txt,changed,"Amara: Headshot. She has a cute, homely smile.","236135Amara: Headshot. She has a cute, homely smile."
amara_headshot_0120.txt,changed,"Amara: Headshot. She has a warm, homely smile.","236135Amara: Headshot. She has a warm, homely smile."
amara_headshot_0121.txt,changed,Amara: Headshot. She has a neutral but determined expression.,236135Amara: Headshot. She has a neutral but determined expression.
amara_headshot_0122.txt,changed,Amara: Headshot. She has a neutral expression.,236135Amara: Headshot. She has a neutral expression.
amara_headshot_0123.txt,changed,Amara: Headshot. She has a neutral expression.,236135Amara: Headshot. She has a neutral expression.
amara_headshot_0124.txt,changed,Amara: Headshot. She has a neutral expression.,236135Amara: Headshot. She has a neutral expression.
amara_headshot_0125.txt,changed,Amara: Headshot. She is crying and has a hurt expression.,236135Amara: Headshot. She is crying and has a hurt expression.
amara_headshot_0126.txt,changed,Amara: Headshot. She has a confident and suave expression.,236135Amara: Headshot. She has a confident and suave expression.
amara_headshot_0127.txt,changed,Amara: Headshot. She has a subtle warm smile.,236135Amara: Headshot. She has a subtle warm smile.
amara_headshot_0128.txt,changed,Amara: Headshot. Her eyes are looking to her left. She has a slightly naughty ex,236135Amara: Headshot. Her eyes are looking to her left. She has a slightly naug
amara_headshot_0129.txt,changed,"Amara: Headshot. She has a feisty expression. Amara's eyes are looking upwards, ",236135Amara: Headshot. She has a feisty expression. Amara's eyes are looking upw
amara_headshot_0130.txt,changed,Amara: Headshot. She has a neutral expression.,236135Amara: Headshot. She has a neutral expression.
amara_headshot_0132.txt,changed,Amara: Headshot. She has a neutral expression.,236135Amara: Headshot. She has a neutral expression.
amara_medium_body_0001.txt,changed,Amara with a slight smile. Her face turned slightly upwards and to her right.,236135Amara with a slight smile. Her face turned slightly upwards and to her rig
amara_medium_body_0002.txt,changed,Amara in a shallow water body. Her face turned slightly upwards and to her right,236135Amara in a shallow water body. Her face turned slightly upwards and to her
amara_medium_body_0003.txt,changed,"Amara with a small smile, wearing a white body-fitting white dress. She is stand","236135Amara with a small smile, wearing a white body-fitting white dress. She is"
amara_medium_body_0004.txt,changed,"Amara with a small smile, wearing white body-fitting clothes.","236135Amara with a small smile, wearing white body-fitting clothes."
amara_medium_body_0005.txt,changed,"Amara sitting in the desert, wearing colorful blue shorts. She has a neutral exp","236135Amara sitting in the desert, wearing colorful blue shorts. She has a neutr"
amara_medium_body_0006.txt,changed,"Amara with a very subtle smile, holding a off-white scarf with brown patches beh","236135Amara with a very subtle smile, holding a off-white scarf with brown patch"
amara_medium_body_0007.txt,changed,"Amara standing on a low-rooftop, with a sheer chiffon cloth draped over her head","236135Amara standing on a low-rooftop, with a sheer chiffon cloth draped over he"
amara_medium_body_0009.txt,changed,"Amara turning back to look at the camera, her right hand crossing in fron of her","236135Amara turning back to look at the camera, her right hand crossing in fron "
amara_medium_body_0010.txt,changed,"Amara with a very determined expression on her face, her head turned to her righ","236135Amara with a very determined expression on her face, her head turned to he"
amara_medium_body_0011.txt,changed,"Amara standing in the middle of the street, her expression a subtle smile, her f","236135Amara standing in the middle of the street, her expression a subtle smile,"
amara_medium_body_0012.txt,changed,"Amara standing in the middle of the street, her expression a very subtle smile, ","236135Amara standing in the middle of the street, her expression a very subtle s"
amara_medium_body_0013.txt,changed,"Amara in the middle of taking a bite of food, her expression very slightly shock","236135Amara in the middle of taking a bite of food, her expression very slightly"
amara_medium_body_0014.txt,changed,Amara: Medium-body shot. She is looking with a neutral expression.,236135Amara: Medium-body shot. She is looking with a neutral expression.
amara_medium_body_0015.txt,changed,"Amara: Medium-body shot. She is turning back to look at the camera with a warm, ",236135Amara: Medium-body shot. She is turning back to look at the camera with a 
amara_medium_body_0016.txt,changed,Amara: Medium-body shot. She is standing in a swimming pool and crying. Her eyes,236135Amara: Medium-body shot. She is standing in a swimming pool and crying. He
amara_medium_body_0017.txt,changed,Amara: Medium-body shot. She has a confident and naughty expression.,236135Amara: Medium-body shot. She has a confident and naughty expression.
amara_medium_body_0018.txt,changed,"Amara: Medium-body shot. Amara has a calm expression, and is looking down, a lit","236135Amara: Medium-body shot. Amara has a calm expression, and is looking down,"
amara_medium_body_0019.txt,changed,Amara: Medium-body shot. She is looking at the camera with a soft but confident ,236135Amara: Medium-body shot. She is looking at the camera with a soft but conf
amara_medium_body_0020.txt,changed,Amara: Medium-body shot. She has a confident and slightly intelligent expression,236135Amara: Medium-body shot. She has a confident and slightly intelligent expr
