relative_path,action,old_head,new_head
amara_full_body_0051.txt,changed,"236135Amara kneeling on a bed, her expression neutral, one hand on her left thig","yoyo236135Amara kneeling on a bed, her expression neutral, one hand on her left "
amara_full_body_0052.txt,changed,236135Amara standing on a balcony overlooking the bay-area - Low-angle view. She,yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle view.
amara_full_body_0053.txt,changed,236135Amara standing on a balcony overlooking the bay-area - Low-angle view. She,yoyo236135Amara standing on a balcony overlooking the bay-area - Low-angle view.
amara_full_body_0054.txt,changed,"236135Amara kneedling on the floor - Low-angle view, a white semi-sheer garment ","yoyo236135Amara kneedling on the floor - Low-angle view, a white semi-sheer garm"
amara_full_body_0056.txt,changed,"236135Amara standing outdoors, by the sea. Her expression a very slight smile.","yoyo236135Amara standing outdoors, by the sea. Her expression a very slight smil"
amara_full_body_0057.txt,changed,236135Amara making a pose while standing on a stone ledge. Her expression mildly,yoyo236135Amara making a pose while standing on a stone ledge. Her expression mi
amara_full_body_0058.txt,changed,"236135Amara sitting cross-legged on the bed, her expression mildly sultry.","yoyo236135Amara sitting cross-legged on the bed, her expression mildly sultry."
amara_full_body_0060.txt,changed,"236135Amara standing in the street, her left arm tucked behind her left breast.","yoyo236135Amara standing in the street, her left arm tucked behind her left brea"
amara_full_body_0061.txt,changed,236135Amara standing outdoors: View of her left-side. Amara's breasts looking go,yoyo236135Amara standing outdoors: View of her left-side. Amara's breasts lookin
amara_full_body_0062.txt,changed,236135Amara with a very slight smirk. This is her default body: Gorgeous!,yoyo236135Amara with a very slight smirk. This is her default body: Gorgeous!
amara_full_body_0063.txt,changed,236135Amara kneeling in the wild. She is wearing a silver strap around her stoma,yoyo236135Amara kneeling in the wild. She is wearing a silver strap around her s
amara_full_body_0064.txt,changed,236135Amara smiling lightly while outdoors.,yoyo236135Amara smiling lightly while outdoors.
amara_full_body_0065.txt,changed,236135Amara posing in the doorway with a slightly sultry expression. Her body lo,yoyo236135Amara posing in the doorway with a slightly sultry expression. Her bod
amara_full_body_0066.txt,changed,"236135Amara wearing a hat and heels, and standing in a museum.","yoyo236135Amara wearing a hat and heels, and standing in a museum."
amara_full_body_0067.txt,changed,"236135Amara standing in the street: She is wearing a pop-out bra made of jute, a",yoyo236135Amara standing in the street: She is wearing a pop-out bra made of jut
amara_full_body_0068.txt,changed,236135Amara in the hills. Her vagina is lightly hairy.,yoyo236135Amara in the hills. Her vagina is lightly hairy.
amara_full_body_0069.txt,changed,"236135Amara standing in the street, her expression a very gentle smile.","yoyo236135Amara standing in the street, her expression a very gentle smile."
amara_full_body_0070.txt,changed,"236135Amara standing in the street, her hands holding something: View of her lef","yoyo236135Amara standing in the street, her hands holding something: View of her"
amara_full_body_0072.txt,changed,236135Amara outdoors. She is looking down and playing with a string between her ,yoyo236135Amara outdoors. She is looking down and playing with a string between 
amara_full_body_0073.txt,changed,236135Amara looking worried and angry. She is wearing a hat and riding a bicycle,yoyo236135Amara looking worried and angry. She is wearing a hat and riding a bic
amara_full_body_0074.txt,changed,"236135Amara with her bad-bitch expression, wearing a zebra top outdoors.","yoyo236135Amara with her bad-bitch expression, wearing a zebra top outdoors."
amara_full_body_0075.txt,changed,"236135Amara on the bed, wearing a pink night dress. Her expression is a light su","yoyo236135Amara on the bed, wearing a pink night dress. Her expression is a ligh"
amara_full_body_0077.txt,changed,"236135Amara sitting cross-legged on the beach, looking down and with her face tu","yoyo236135Amara sitting cross-legged on the beach, looking down and with her fac"
amara_full_body_0078.txt,changed,236135Amara standing on a rooftop. This is a picture of young Amara - from a few,yoyo236135Amara standing on a rooftop. This is a picture of young Amara - from a
amara_full_body_0079.txt,changed,236135Amara standing on a ship deck: View of her left-front body. She has a sult,yoyo236135Amara standing on a ship deck: View of her left-front body. She has a 
amara_full_body_0081.txt,changed,"236135Amara standing in the street. Her head is tilted to her right side, and sh","yoyo236135Amara standing in the street. Her head is tilted to her right side, an"
amara_full_body_0082.txt,changed,"236135Amara: Default body. She is looking gorgeous - Large breasts, wide hips, s","yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wide hip"
amara_full_body_0083.txt,changed,"236135Amara: Default body. She is looking gorgeous - Large breasts, wide hips, s","yoyo236135Amara: Default body. She is looking gorgeous - Large breasts, wide hip"
amara_full_body_0085.txt,changed,"236135Amara: Full-body shot. She has a warm, flirtatious, inviting smile.","yoyo236135Amara: Full-body shot. She has a warm, flirtatious, inviting smile."
amara_full_body_0086.txt,changed,236135Amara: Full-body shot. She is looking slightly down at the camera with a n,yoyo236135Amara: Full-body shot. She is looking slightly down at the camera with
amara_full_body_0087.txt,changed,"236135Amara: Full-body shot. She is looking confident, warm and very sexy.","yoyo236135Amara: Full-body shot. She is looking confident, warm and very sexy."
amara_headshot_0009.txt,changed,"236135Amara with a homely expression, a slight smile. She is looking directly in","yoyo236135Amara with a homely expression, a slight smile. She is looking directl"
amara_headshot_0010.txt,changed,236135Amara with a slight smile. She is looking at the camera. Her head is parti,yoyo236135Amara with a slight smile. She is looking at the camera. Her head is p
amara_headshot_0011.txt,changed,236135Amara with a bad-bitch expression. Her head is tilted very slightly to her,yoyo236135Amara with a bad-bitch expression. Her head is tilted very slightly to
amara_headshot_0014.txt,changed,"236135Amara with a slight, cute smile. Her head is tilted and turned a little to","yoyo236135Amara with a slight, cute smile. Her head is tilted and turned a littl"
amara_headshot_0015.txt,changed,"236135Amara with a neutral but slightly sultry expression, her head tilted to he","yoyo236135Amara with a neutral but slightly sultry expression, her head tilted t"
amara_headshot_0020.txt,changed,"236135Amara looking at the camera with a very, very subtle smile. Her face is ti","yoyo236135Amara looking at the camera with a very, very subtle smile. Her face i"
amara_headshot_0021.txt,changed,236135Amara with a slightly sultry and smiling expression. Her face is tilted to,yoyo236135Amara with a slightly sultry and smiling expression. Her face is tilte
amara_headshot_0022.txt,changed,236135Amara with a subtle smirk on her face. Her face is tilted and turned sligh,yoyo236135Amara with a subtle smirk on her face. Her face is tilted and turned s
amara_headshot_0024.txt,changed,236135Amara turning back with a slightly wide-eyed expression.,yoyo236135Amara turning back with a slightly wide-eyed expression.
amara_headshot_0027.txt,changed,236135Amara with a no-fucks-given expression. Her face is turned a little to her,yoyo236135Amara with a no-fucks-given expression. Her face is turned a little to
amara_headshot_0028.txt,changed,236135Amara with a subtle flirtacious smile. Her face is tilted and turned a lit,yoyo236135Amara with a subtle flirtacious smile. Her face is tilted and turned a
amara_headshot_0029.txt,changed,236135Amara with a neutral expression.,yoyo236135Amara with a neutral expression.
amara_headshot_0032.txt,changed,236135Amara with a slight smile and a slight smirk. Her head is tilted very slig,yoyo236135Amara with a slight smile and a slight smirk. Her head is tilted very 
amara_headshot_0033.txt,changed,236135Amara with a slight cute smile. Her head is tilted very lightly to her rig,yoyo236135Amara with a slight cute smile. Her head is tilted very lightly to her
amara_headshot_0035.txt,changed,236135Amara with a sultry expression. Her head is tilted a little to her right.,yoyo236135Amara with a sultry expression. Her head is tilted a little to her rig
amara_headshot_0036.txt,changed,236135Amara with a slight smirk. Her head is tilted a little to her right side.,yoyo236135Amara with a slight smirk. Her head is tilted a little to her right si
amara_headshot_0037.txt,changed,236135Amara with a smartass smile. Her face is turned to her right side.,yoyo236135Amara with a smartass smile. Her face is turned to her right side.
amara_headshot_0038.txt,changed,236135Amara with a cute and naughty smile. Her face is tilted to her right side.,yoyo236135Amara with a cute and naughty smile. Her face is tilted to her right s
amara_headshot_0039.txt,changed,236135Amara with a very subtle sultry expression. Her head is tilted very slight,yoyo236135Amara with a very subtle sultry expression. Her head is tilted very sl
amara_headshot_0040.txt,changed,236135Amara with a slight sultry expression. Her face is turned a little to her ,yoyo236135Amara with a slight sultry expression. Her face is turned a little to 
amara_headshot_0041.txt,changed,236135Amara with a slight slutty look. Her face is tilted and turned very little,yoyo236135Amara with a slight slutty look. Her face is tilted and turned very li
amara_headshot_0043.txt,changed,236135Amara with a very subtle smile and a very subtle smirk. Her head is tilted,yoyo236135Amara with a very subtle smile and a very subtle smirk. Her head is ti
amara_headshot_0044.txt,changed,236135Amara with a homely look. Her head is tilted to her right side.,yoyo236135Amara with a homely look. Her head is tilted to her right side.
amara_headshot_0045.txt,changed,236135Amara with a neutral expression. Her head is tilted slightly to her right ,yoyo236135Amara with a neutral expression. Her head is tilted slightly to her ri
amara_headshot_0048.txt,changed,236135Amara with a neutral expression. Her face is tilted and turned very slight,yoyo236135Amara with a neutral expression. Her face is tilted and turned very sl
amara_headshot_0049.txt,changed,236135Amara with a very subtle smirk. Her face is upright and looking straight a,yoyo236135Amara with a very subtle smirk. Her face is upright and looking straig
amara_headshot_0050.txt,changed,236135Amara with a slightly loving look. Her head is tilted very slightly to her,yoyo236135Amara with a slightly loving look. Her head is tilted very slightly to
amara_headshot_0051.txt,changed,236135Amara with a very subtle smirk. Her face is tilted very slightly to her ri,yoyo236135Amara with a very subtle smirk. Her face is tilted very slightly to he
amara_headshot_0052.txt,changed,236135Amara with a neutral expression. Her face is tilted and turned very slight,yoyo236135Amara with a neutral expression. Her face is tilted and turned very sl
amara_headshot_0053.txt,changed,"236135Amara with a wide-eyed neutral expression. Her face is tilted very, very s","yoyo236135Amara with a wide-eyed neutral expression. Her face is tilted very, ve"
amara_headshot_0055.txt,changed,236135Amara with a very subtle smirk. Her face is tilted and turned very slightl,yoyo236135Amara with a very subtle smirk. Her face is tilted and turned very sli
amara_headshot_0056.txt,changed,236135Amara with a very subtle smirk. Her face is tilted and turned very slightl,yoyo236135Amara with a very subtle smirk. Her face is tilted and turned very sli
amara_headshot_0057.txt,changed,236135Amara with a neutral expression. Her face is slightly turned to her right.,yoyo236135Amara with a neutral expression. Her face is slightly turned to her ri
amara_headshot_0058.txt,changed,236135Amara turning back to look at the camera with a slightly sultry expression,yoyo236135Amara turning back to look at the camera with a slightly sultry expres
amara_headshot_0060.txt,changed,236135Amara with a slight smile. Her head is tilted slightly to her right side.,yoyo236135Amara with a slight smile. Her head is tilted slightly to her right si
amara_headshot_0062.txt,changed,236135Amara with a very subtle sultry expression. Her head is tilted very slight,yoyo236135Amara with a very subtle sultry expression. Her head is tilted very sl
amara_headshot_0064.txt,changed,236135Amara with an almost neutral expression. Her face is tilted and turned sli,yoyo236135Amara with an almost neutral expression. Her face is tilted and turned
amara_headshot_0066.txt,changed,236135Amara with a very subtle smile. Her face is tilted very slightly to her ri,yoyo236135Amara with a very subtle smile. Her face is tilted very slightly to he
amara_headshot_0068.txt,changed,236135Amara with a shocked and afraid expresion. Her face is turned towards her ,yoyo236135Amara with a shocked and afraid expresion. Her face is turned towards 
amara_headshot_0069.txt,changed,236135Amara with a smile. She is looking down. Her face is turned slightly downw,yoyo236135Amara with a smile. She is looking down. Her face is turned slightly d
amara_headshot_0070.txt,changed,236135Amara with a very subtle sultry expression. Her head is tilted slightly to,yoyo236135Amara with a very subtle sultry expression. Her head is tilted slightl
amara_headshot_0071.txt,changed,236135Amara with a slightly sultry but largely neutral expression. Her head is t,yoyo236135Amara with a slightly sultry but largely neutral expression. Her head 
amara_headshot_0072.txt,changed,236135Amara with a slight endearing smile. Her face is lifted very slightly upwa,yoyo236135Amara with a slight endearing smile. Her face is lifted very slightly 
amara_headshot_0073.txt,changed,"236135Amara with a very slight sultry, but largely neutral expression. Her face ","yoyo236135Amara with a very slight sultry, but largely neutral expression. Her f"
amara_headshot_0074.txt,changed,236135Amara with a slight cute and homely smile. Her head is tilted and turned v,yoyo236135Amara with a slight cute and homely smile. Her head is tilted and turn
amara_headshot_0077.txt,changed,"236135Amara with a very slight smile, but largely helpless expression. Her head ","yoyo236135Amara with a very slight smile, but largely helpless expression. Her h"
amara_headshot_0079.txt,changed,236135Amara with a very subtle smile. Her face is turned very slightly downwards,yoyo236135Amara with a very subtle smile. Her face is turned very slightly downw
amara_headshot_0080.txt,changed,"236135Amara with a neutral, bored expression. Her face is tilted and turned slig","yoyo236135Amara with a neutral, bored expression. Her face is tilted and turned "
amara_headshot_0081.txt,changed,"236135Amara with a small smile, her head tilted very slightly to her right side.","yoyo236135Amara with a small smile, her head tilted very slightly to her right s"
amara_headshot_0082.txt,changed,"236135Amara with an upright face, and a very faint smile.","yoyo236135Amara with an upright face, and a very faint smile."
amara_headshot_0084.txt,changed,236135Amara with cute but naughty smile. Her head is tilted and turned slightly ,yoyo236135Amara with cute but naughty smile. Her head is tilted and turned sligh
amara_headshot_0085.txt,changed,236135Amara with a bad-bitch expression. Her face is turned very slightly to her,yoyo236135Amara with a bad-bitch expression. Her face is turned very slightly to
amara_headshot_0089.txt,changed,"236135Amara with a neutral expression, looking into the distance. Her face is tu","yoyo236135Amara with a neutral expression, looking into the distance. Her face i"
amara_headshot_0091.txt,changed,"236135Amara with a subtle smile, her face turned to her left side.","yoyo236135Amara with a subtle smile, her face turned to her left side."
amara_headshot_0094.txt,changed,236135Amara with a smile. Her head is titled very slightly to her right.,yoyo236135Amara with a smile. Her head is titled very slightly to her right.
amara_headshot_0097.txt,changed,"236135Amara about to take a bite, her expression very slightly amazed.","yoyo236135Amara about to take a bite, her expression very slightly amazed."
amara_headshot_0099.txt,changed,"236135Amara with a sultry expression. Her head is tilted slightly backwards, and","yoyo236135Amara with a sultry expression. Her head is tilted slightly backwards,"
amara_headshot_0101.txt,changed,236135Amara with a slightly sultry look. Her face is very slightly turned and ti,yoyo236135Amara with a slightly sultry look. Her face is very slightly turned an
amara_headshot_0102.txt,changed,236135Amara with a very slight sultry expression. Her head is tilted and turned ,yoyo236135Amara with a very slight sultry expression. Her head is tilted and tur
amara_headshot_0103.txt,changed,236135Amara with a very subtle sultry expression. Her head is tilted and turned ,yoyo236135Amara with a very subtle sultry expression. Her head is tilted and tur
amara_headshot_0106.txt,changed,236135Amara with a cute and subtle smile. Her face is tilted very slightly to he,yoyo236135Amara with a cute and subtle smile. Her face is tilted very slightly t
amara_headshot_0109.txt,changed,236135Amara with a slightly angry expression. Her face is looking almost straigh,yoyo236135Amara with a slightly angry expression. Her face is looking almost str
amara_headshot_0111.txt,changed,236135Amara with a determined look. Her face is turned to her right.,yoyo236135Amara with a determined look. Her face is turned to her right.
amara_headshot_0113.txt,changed,236135Amara with a small smile. Hre face is very slightly tilted and turned to h,yoyo236135Amara with a small smile. Hre face is very slightly tilted and turned 
amara_headshot_0114.txt,changed,236135Amara with a neutral expression. Her face is turned a little to her right.,yoyo236135Amara with a neutral expression. Her face is turned a little to her ri
amara_headshot_0116.txt,changed,236135Amara with a sultry expression. Her head is tilted to her right. She is lo,yoyo236135Amara with a sultry expression. Her head is tilted to her right. She i
amara_headshot_0117.txt,changed,236135Amara with a very subtle smirk on her face. Her head is tilted and turned ,yoyo236135Amara with a very subtle smirk on her face. Her head is tilted and tur
amara_headshot_0118.txt,changed,236135Amara: Headshot. She has a fiery look in her eyes.,yoyo236135Amara: Headshot. She has a fiery look in her eyes.
amara_headshot_0119.txt,changed,"236135Amara: Headshot. She has a cute, homely smile.","yoyo236135Amara: Headshot. She has a cute, homely smile."
amara_headshot_0120.txt,changed,"236135Amara: Headshot. She has a warm, homely smile.","yoyo236135Amara: Headshot. She has a warm, homely smile."
amara_headshot_0121.txt,changed,236135Amara: Headshot. She has a neutral but determined expression.,yoyo236135Amara: Headshot. She has a neutral but determined expression.
amara_headshot_0122.txt,changed,236135Amara: Headshot. She has a neutral expression.,yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0123.txt,changed,236135Amara: Headshot. She has a neutral expression.,yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0124.txt,changed,236135Amara: Headshot. She has a neutral expression.,yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0125.txt,changed,236135Amara: Headshot. She is crying and has a hurt expression.,yoyo236135Amara: Headshot. She is crying and has a hurt expression.
amara_headshot_0126.txt,changed,236135Amara: Headshot. She has a confident and suave expression.,yoyo236135Amara: Headshot. She has a confident and suave expression.
amara_headshot_0127.txt,changed,236135Amara: Headshot. She has a subtle warm smile.,yoyo236135Amara: Headshot. She has a subtle warm smile.
amara_headshot_0128.txt,changed,236135Amara: Headshot. Her eyes are looking to her left. She has a slightly naug,yoyo236135Amara: Headshot. Her eyes are looking to her left. She has a slightly 
amara_headshot_0129.txt,changed,236135Amara: Headshot. She has a feisty expression. Amara's eyes are looking upw,yoyo236135Amara: Headshot. She has a feisty expression. Amara's eyes are looking
amara_headshot_0130.txt,changed,236135Amara: Headshot. She has a neutral expression.,yoyo236135Amara: Headshot. She has a neutral expression.
amara_headshot_0132.txt,changed,236135Amara: Headshot. She has a neutral expression.,yoyo236135Amara: Headshot. She has a neutral expression.
amara_medium_body_0001.txt,changed,236135Amara with a slight smile. Her face turned slightly upwards and to her rig,yoyo236135Amara with a slight smile. Her face turned slightly upwards and to her
amara_medium_body_0002.txt,changed,236135Amara in a shallow water body. Her face turned slightly upwards and to her,yoyo236135Amara in a shallow water body. Her face turned slightly upwards and to
amara_medium_body_0003.txt,changed,"236135Amara with a small smile, wearing a white body-fitting white dress. She is","yoyo236135Amara with a small smile, wearing a white body-fitting white dress. Sh"
amara_medium_body_0004.txt,changed,"236135Amara with a small smile, wearing white body-fitting clothes.","yoyo236135Amara with a small smile, wearing white body-fitting clothes."
amara_medium_body_0005.txt,changed,"236135Amara sitting in the desert, wearing colorful blue shorts. She has a neutr","yoyo236135Amara sitting in the desert, wearing colorful blue shorts. She has a n"
amara_medium_body_0006.txt,changed,"236135Amara with a very subtle smile, holding a off-white scarf with brown patch","yoyo236135Amara with a very subtle smile, holding a off-white scarf with brown p"
amara_medium_body_0007.txt,changed,"236135Amara standing on a low-rooftop, with a sheer chiffon cloth draped over he","yoyo236135Amara standing on a low-rooftop, with a sheer chiffon cloth draped ove"
amara_medium_body_0009.txt,changed,"236135Amara turning back to look at the camera, her right hand crossing in fron ","yoyo236135Amara turning back to look at the camera, her right hand crossing in f"
amara_medium_body_0010.txt,changed,"236135Amara with a very determined expression on her face, her head turned to he","yoyo236135Amara with a very determined expression on her face, her head turned t"
amara_medium_body_0011.txt,changed,"236135Amara standing in the middle of the street, her expression a subtle smile,","yoyo236135Amara standing in the middle of the street, her expression a subtle sm"
amara_medium_body_0012.txt,changed,"236135Amara standing in the middle of the street, her expression a very subtle s","yoyo236135Amara standing in the middle of the street, her expression a very subt"
amara_medium_body_0013.txt,changed,"236135Amara in the middle of taking a bite of food, her expression very slightly","yoyo236135Amara in the middle of taking a bite of food, her expression very slig"
amara_medium_body_0014.txt,changed,236135Amara: Medium-body shot. She is looking with a neutral expression.,yoyo236135Amara: Medium-body shot. She is looking with a neutral expression.
amara_medium_body_0015.txt,changed,236135Amara: Medium-body shot. She is turning back to look at the camera with a ,yoyo236135Amara: Medium-body shot. She is turning back to look at the camera wit
amara_medium_body_0016.txt,changed,236135Amara: Medium-body shot. She is standing in a swimming pool and crying. He,yoyo236135Amara: Medium-body shot. She is standing in a swimming pool and crying
amara_medium_body_0017.txt,changed,236135Amara: Medium-body shot. She has a confident and naughty expression.,yoyo236135Amara: Medium-body shot. She has a confident and naughty expression.
amara_medium_body_0018.txt,changed,"236135Amara: Medium-body shot. Amara has a calm expression, and is looking down,","yoyo236135Amara: Medium-body shot. Amara has a calm expression, and is looking d"
amara_medium_body_0019.txt,changed,236135Amara: Medium-body shot. She is looking at the camera with a soft but conf,yoyo236135Amara: Medium-body shot. She is looking at the camera with a soft but 
amara_medium_body_0020.txt,changed,236135Amara: Medium-body shot. She has a confident and slightly intelligent expr,yoyo236135Amara: Medium-body shot. She has a confident and slightly intelligent 
